"BehaviorSpace results (NetLogo 6.2.0)"
"epidemic.nlogo"
"experiment_3"
"02/17/2021 17:51:29:939 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","65","0","65"
"[run number]","density","infectioness","mortality","speed","[step]","infected","cured","dead"
"6","0.2","0.9","1.4","2.5","8","16","0","0"
"2","0.2","0.9","1.4","2.5","121","0","652","58"
"6","0.2","0.9","1.4","2.5","9","20","0","0"
"6","0.2","0.9","1.4","2.5","10","24","0","0"
"7","0.2","0.9","1.4","2.5","0","0","0","0"
"7","0.2","0.9","1.4","2.5","1","1","0","0"
"6","0.2","0.9","1.4","2.5","11","28","0","0"
"7","0.2","0.9","1.4","2.5","2","1","0","0"
"6","0.2","0.9","1.4","2.5","12","39","0","0"
"7","0.2","0.9","1.4","2.5","3","1","0","0"
"6","0.2","0.9","1.4","2.5","13","44","0","0"
"3","0.2","0.9","1.4","2.5","129","1","641","64"
"7","0.2","0.9","1.4","2.5","4","3","0","0"
"6","0.2","0.9","1.4","2.5","14","47","0","0"
"3","0.2","0.9","1.4","2.5","130","1","641","64"
"5","0.2","0.9","1.4","2.5","1","1","0","0"
"7","0.2","0.9","1.4","2.5","5","3","0","0"
"6","0.2","0.9","1.4","2.5","15","52","0","0"
"7","0.2","0.9","1.4","2.5","6","4","0","0"
"3","0.2","0.9","1.4","2.5","131","1","641","64"
"6","0.2","0.9","1.4","2.5","16","59","0","0"
"7","0.2","0.9","1.4","2.5","7","4","0","0"
"3","0.2","0.9","1.4","2.5","132","0","642","64"
"6","0.2","0.9","1.4","2.5","17","66","0","0"
"7","0.2","0.9","1.4","2.5","8","5","0","0"
"6","0.2","0.9","1.4","2.5","18","75","0","0"
"7","0.2","0.9","1.4","2.5","9","7","0","0"
"8","0.2","0.9","1.4","2.5","0","0","0","0"
"7","0.2","0.9","1.4","2.5","10","7","0","0"
"6","0.2","0.9","1.4","2.5","19","82","0","0"
"8","0.2","0.9","1.4","2.5","1","1","0","0"
"7","0.2","0.9","1.4","2.5","11","11","0","0"
"5","0.2","0.9","1.4","2.5","2","2","0","0"
"6","0.2","0.9","1.4","2.5","20","90","0","0"
"5","0.2","0.9","1.4","2.5","3","3","0","0"
"7","0.2","0.9","1.4","2.5","12","14","0","0"
"8","0.2","0.9","1.4","2.5","2","1","0","0"
"6","0.2","0.9","1.4","2.5","21","104","1","0"
"6","0.2","0.9","1.4","2.5","22","109","1","0"
"7","0.2","0.9","1.4","2.5","13","14","0","0"
"8","0.2","0.9","1.4","2.5","3","1","0","0"
"7","0.2","0.9","1.4","2.5","14","16","0","0"
"6","0.2","0.9","1.4","2.5","23","121","1","0"
"8","0.2","0.9","1.4","2.5","4","1","0","0"
"7","0.2","0.9","1.4","2.5","15","19","0","0"
"6","0.2","0.9","1.4","2.5","24","132","1","0"
"8","0.2","0.9","1.4","2.5","5","1","0","0"
"7","0.2","0.9","1.4","2.5","16","22","0","0"
"6","0.2","0.9","1.4","2.5","25","147","1","0"
"8","0.2","0.9","1.4","2.5","6","1","0","0"
"7","0.2","0.9","1.4","2.5","17","26","0","0"
"6","0.2","0.9","1.4","2.5","26","161","1","0"
"7","0.2","0.9","1.4","2.5","18","34","0","0"
"8","0.2","0.9","1.4","2.5","7","1","0","0"
"6","0.2","0.9","1.4","2.5","27","172","3","0"
"5","0.2","0.9","1.4","2.5","4","3","0","0"
"8","0.2","0.9","1.4","2.5","8","1","0","0"
"8","0.2","0.9","1.4","2.5","9","1","0","0"
"5","0.2","0.9","1.4","2.5","5","3","0","0"
"5","0.2","0.9","1.4","2.5","6","3","0","0"
"8","0.2","0.9","1.4","2.5","10","1","0","0"
"5","0.2","0.9","1.4","2.5","7","3","0","0"
"8","0.2","0.9","1.4","2.5","11","1","0","0"
"5","0.2","0.9","1.4","2.5","8","3","0","0"
"5","0.2","0.9","1.4","2.5","9","3","0","0"
"5","0.2","0.9","1.4","2.5","10","4","0","0"
"8","0.2","0.9","1.4","2.5","12","1","0","0"
"5","0.2","0.9","1.4","2.5","11","5","0","0"
"5","0.2","0.9","1.4","2.5","12","5","0","0"
"8","0.2","0.9","1.4","2.5","13","1","0","0"
"5","0.2","0.9","1.4","2.5","13","6","0","0"
"8","0.2","0.9","1.4","2.5","14","1","0","0"
"5","0.2","0.9","1.4","2.5","14","6","0","0"
"8","0.2","0.9","1.4","2.5","15","1","0","0"
"5","0.2","0.9","1.4","2.5","15","6","0","0"
"8","0.2","0.9","1.4","2.5","16","1","0","0"
"5","0.2","0.9","1.4","2.5","16","6","0","0"
"5","0.2","0.9","1.4","2.5","17","6","0","0"
"8","0.2","0.9","1.4","2.5","17","1","0","0"
"5","0.2","0.9","1.4","2.5","18","6","0","0"
"8","0.2","0.9","1.4","2.5","18","1","0","0"
"5","0.2","0.9","1.4","2.5","19","8","0","0"
"8","0.2","0.9","1.4","2.5","19","1","0","0"
"5","0.2","0.9","1.4","2.5","20","8","1","0"
"8","0.2","0.9","1.4","2.5","20","1","0","0"
"5","0.2","0.9","1.4","2.5","21","14","1","0"
"8","0.2","0.9","1.4","2.5","21","0","1","0"
"5","0.2","0.9","1.4","2.5","22","15","1","0"
"5","0.2","0.9","1.4","2.5","23","16","1","0"
"5","0.2","0.9","1.4","2.5","24","16","1","0"
"5","0.2","0.9","1.4","2.5","25","19","1","0"
"9","0.2","0.9","1.4","2.5","0","0","0","0"
"5","0.2","0.9","1.4","2.5","26","22","1","0"
"5","0.2","0.9","1.4","2.5","27","24","1","0"
"5","0.2","0.9","1.4","2.5","28","25","2","0"
"9","0.2","0.9","1.4","2.5","1","1","0","0"
"5","0.2","0.9","1.4","2.5","29","32","3","0"
"5","0.2","0.9","1.4","2.5","30","36","3","0"
"9","0.2","0.9","1.4","2.5","2","2","0","0"
"5","0.2","0.9","1.4","2.5","31","43","3","0"
"9","0.2","0.9","1.4","2.5","3","3","0","0"
"5","0.2","0.9","1.4","2.5","32","48","3","0"
"9","0.2","0.9","1.4","2.5","4","5","0","0"
"5","0.2","0.9","1.4","2.5","33","52","3","0"
"9","0.2","0.9","1.4","2.5","5","6","0","0"
"5","0.2","0.9","1.4","2.5","34","60","3","0"
"9","0.2","0.9","1.4","2.5","6","6","0","0"
"5","0.2","0.9","1.4","2.5","35","68","4","0"
"9","0.2","0.9","1.4","2.5","7","6","0","0"
"5","0.2","0.9","1.4","2.5","36","84","5","0"
"9","0.2","0.9","1.4","2.5","8","6","0","0"
"5","0.2","0.9","1.4","2.5","37","88","6","0"
"5","0.2","0.9","1.4","2.5","38","90","6","0"
"7","0.2","0.9","1.4","2.5","19","42","0","0"
"9","0.2","0.9","1.4","2.5","9","6","0","0"
"6","0.2","0.9","1.4","2.5","28","178","4","0"
"5","0.2","0.9","1.4","2.5","39","99","6","0"
"9","0.2","0.9","1.4","2.5","10","9","0","0"
"5","0.2","0.9","1.4","2.5","40","108","6","0"
"9","0.2","0.9","1.4","2.5","11","11","0","0"
"5","0.2","0.9","1.4","2.5","41","122","6","0"
"6","0.2","0.9","1.4","2.5","29","195","5","0"
"7","0.2","0.9","1.4","2.5","20","43","1","0"
"9","0.2","0.9","1.4","2.5","12","13","0","0"
"5","0.2","0.9","1.4","2.5","42","132","6","0"
"9","0.2","0.9","1.4","2.5","13","17","0","0"
"9","0.2","0.9","1.4","2.5","14","21","0","0"
"5","0.2","0.9","1.4","2.5","43","160","6","0"
"9","0.2","0.9","1.4","2.5","15","23","0","0"
"5","0.2","0.9","1.4","2.5","44","166","7","1"
"5","0.2","0.9","1.4","2.5","45","177","9","1"
"5","0.2","0.9","1.4","2.5","46","187","12","1"
"9","0.2","0.9","1.4","2.5","16","30","0","0"
"6","0.2","0.9","1.4","2.5","30","213","7","0"
"7","0.2","0.9","1.4","2.5","21","48","1","0"
"5","0.2","0.9","1.4","2.5","47","197","16","1"
"9","0.2","0.9","1.4","2.5","17","31","0","0"
"6","0.2","0.9","1.4","2.5","31","226","7","0"
"5","0.2","0.9","1.4","2.5","48","206","17","1"
"7","0.2","0.9","1.4","2.5","22","51","1","0"
"9","0.2","0.9","1.4","2.5","18","35","0","0"
"5","0.2","0.9","1.4","2.5","49","219","17","1"
"6","0.2","0.9","1.4","2.5","32","236","11","0"
"7","0.2","0.9","1.4","2.5","23","58","1","0"
"9","0.2","0.9","1.4","2.5","19","39","0","0"
"5","0.2","0.9","1.4","2.5","50","240","19","1"
"7","0.2","0.9","1.4","2.5","24","60","1","0"
"9","0.2","0.9","1.4","2.5","20","46","0","0"
"6","0.2","0.9","1.4","2.5","33","243","17","0"
"7","0.2","0.9","1.4","2.5","25","72","1","0"
"5","0.2","0.9","1.4","2.5","51","256","22","1"
"9","0.2","0.9","1.4","2.5","21","54","1","0"
"7","0.2","0.9","1.4","2.5","26","79","1","0"
"9","0.2","0.9","1.4","2.5","22","61","1","0"
"5","0.2","0.9","1.4","2.5","52","273","23","2"
"6","0.2","0.9","1.4","2.5","34","256","20","0"
"7","0.2","0.9","1.4","2.5","27","105","1","0"
"9","0.2","0.9","1.4","2.5","23","66","1","0"
"5","0.2","0.9","1.4","2.5","53","288","27","2"
"6","0.2","0.9","1.4","2.5","35","263","22","0"
"7","0.2","0.9","1.4","2.5","28","124","1","0"
"9","0.2","0.9","1.4","2.5","24","76","1","0"
"5","0.2","0.9","1.4","2.5","54","305","31","2"
"9","0.2","0.9","1.4","2.5","25","89","1","0"
"7","0.2","0.9","1.4","2.5","29","137","3","0"
"6","0.2","0.9","1.4","2.5","36","272","28","0"
"7","0.2","0.9","1.4","2.5","30","145","3","0"
"9","0.2","0.9","1.4","2.5","26","93","1","0"
"6","0.2","0.9","1.4","2.5","37","278","36","0"
"7","0.2","0.9","1.4","2.5","31","154","3","0"
"5","0.2","0.9","1.4","2.5","55","325","37","2"
"9","0.2","0.9","1.4","2.5","27","98","2","0"
"6","0.2","0.9","1.4","2.5","38","291","43","0"
"7","0.2","0.9","1.4","2.5","32","165","4","0"
"6","0.2","0.9","1.4","2.5","39","305","47","1"
"7","0.2","0.9","1.4","2.5","33","187","4","0"
"5","0.2","0.9","1.4","2.5","56","328","41","5"
"7","0.2","0.9","1.4","2.5","34","204","6","0"
"6","0.2","0.9","1.4","2.5","40","325","51","2"
"5","0.2","0.9","1.4","2.5","57","340","46","5"
"7","0.2","0.9","1.4","2.5","35","235","7","0"
"9","0.2","0.9","1.4","2.5","28","108","3","0"
"6","0.2","0.9","1.4","2.5","41","344","58","3"
"5","0.2","0.9","1.4","2.5","58","359","51","5"
"7","0.2","0.9","1.4","2.5","36","249","12","0"
"9","0.2","0.9","1.4","2.5","29","119","4","0"
"6","0.2","0.9","1.4","2.5","42","346","63","3"
"5","0.2","0.9","1.4","2.5","59","370","58","7"
"7","0.2","0.9","1.4","2.5","37","271","14","0"
"9","0.2","0.9","1.4","2.5","30","128","5","0"
"7","0.2","0.9","1.4","2.5","38","294","14","0"
"6","0.2","0.9","1.4","2.5","43","359","71","3"
"5","0.2","0.9","1.4","2.5","60","388","66","7"
"9","0.2","0.9","1.4","2.5","31","138","6","0"
"7","0.2","0.9","1.4","2.5","39","307","15","0"
"6","0.2","0.9","1.4","2.5","44","367","76","4"
"5","0.2","0.9","1.4","2.5","61","402","76","7"
"7","0.2","0.9","1.4","2.5","40","319","20","0"
"6","0.2","0.9","1.4","2.5","45","372","87","5"
"9","0.2","0.9","1.4","2.5","32","150","6","0"
"7","0.2","0.9","1.4","2.5","41","336","22","1"
"5","0.2","0.9","1.4","2.5","62","417","87","8"
"6","0.2","0.9","1.4","2.5","46","378","96","5"
"9","0.2","0.9","1.4","2.5","33","158","6","0"
"7","0.2","0.9","1.4","2.5","42","358","24","1"
"6","0.2","0.9","1.4","2.5","47","380","106","6"
"5","0.2","0.9","1.4","2.5","63","428","89","9"
"9","0.2","0.9","1.4","2.5","34","169","6","0"
"7","0.2","0.9","1.4","2.5","43","374","30","4"
"6","0.2","0.9","1.4","2.5","48","384","116","8"
"5","0.2","0.9","1.4","2.5","64","438","96","13"
"9","0.2","0.9","1.4","2.5","35","175","9","0"
"7","0.2","0.9","1.4","2.5","44","392","37","4"
"6","0.2","0.9","1.4","2.5","49","388","126","8"
"9","0.2","0.9","1.4","2.5","36","182","12","1"
"5","0.2","0.9","1.4","2.5","65","437","104","14"
"7","0.2","0.9","1.4","2.5","45","409","42","4"
"6","0.2","0.9","1.4","2.5","50","391","144","9"
"7","0.2","0.9","1.4","2.5","46","430","42","4"
"5","0.2","0.9","1.4","2.5","66","436","117","14"
"9","0.2","0.9","1.4","2.5","37","187","14","1"
"6","0.2","0.9","1.4","2.5","51","401","153","11"
"7","0.2","0.9","1.4","2.5","47","451","48","4"
"9","0.2","0.9","1.4","2.5","38","200","18","2"
"5","0.2","0.9","1.4","2.5","67","442","127","15"
"6","0.2","0.9","1.4","2.5","52","392","165","17"
"7","0.2","0.9","1.4","2.5","48","461","51","5"
"9","0.2","0.9","1.4","2.5","39","207","19","2"
"7","0.2","0.9","1.4","2.5","49","479","55","5"
"6","0.2","0.9","1.4","2.5","53","401","173","18"
"9","0.2","0.9","1.4","2.5","40","217","20","2"
"5","0.2","0.9","1.4","2.5","68","444","144","15"
"6","0.2","0.9","1.4","2.5","54","403","185","18"
"7","0.2","0.9","1.4","2.5","50","484","66","6"
"9","0.2","0.9","1.4","2.5","41","226","27","2"
"6","0.2","0.9","1.4","2.5","55","392","200","18"
"5","0.2","0.9","1.4","2.5","69","442","159","17"
"7","0.2","0.9","1.4","2.5","51","491","80","8"
"9","0.2","0.9","1.4","2.5","42","232","28","4"
"6","0.2","0.9","1.4","2.5","56","385","217","20"
"9","0.2","0.9","1.4","2.5","43","243","34","6"
"7","0.2","0.9","1.4","2.5","52","490","99","10"
"6","0.2","0.9","1.4","2.5","57","381","227","22"
"7","0.2","0.9","1.4","2.5","53","484","111","11"
"6","0.2","0.9","1.4","2.5","58","372","240","23"
"7","0.2","0.9","1.4","2.5","54","483","124","14"
"6","0.2","0.9","1.4","2.5","59","372","249","26"
"5","0.2","0.9","1.4","2.5","70","450","168","18"
"7","0.2","0.9","1.4","2.5","55","487","133","20"
"6","0.2","0.9","1.4","2.5","60","361","261","27"
"9","0.2","0.9","1.4","2.5","44","244","36","7"
"7","0.2","0.9","1.4","2.5","56","484","139","23"
"6","0.2","0.9","1.4","2.5","61","352","274","28"
"7","0.2","0.9","1.4","2.5","57","477","151","24"
"6","0.2","0.9","1.4","2.5","62","342","290","29"
"7","0.2","0.9","1.4","2.5","58","476","167","25"
"5","0.2","0.9","1.4","2.5","71","447","181","18"
"6","0.2","0.9","1.4","2.5","63","335","302","31"
"7","0.2","0.9","1.4","2.5","59","453","192","29"
"9","0.2","0.9","1.4","2.5","45","260","41","7"
"5","0.2","0.9","1.4","2.5","72","444","192","19"
"6","0.2","0.9","1.4","2.5","64","318","322","33"
"7","0.2","0.9","1.4","2.5","60","434","214","34"
"9","0.2","0.9","1.4","2.5","46","266","49","7"
"6","0.2","0.9","1.4","2.5","65","296","342","35"
"7","0.2","0.9","1.4","2.5","61","421","234","35"
"6","0.2","0.9","1.4","2.5","66","270","365","39"
"7","0.2","0.9","1.4","2.5","62","411","251","37"
"9","0.2","0.9","1.4","2.5","47","269","56","7"
"6","0.2","0.9","1.4","2.5","67","259","377","40"
"7","0.2","0.9","1.4","2.5","63","394","271","42"
"5","0.2","0.9","1.4","2.5","73","437","199","22"
"6","0.2","0.9","1.4","2.5","68","246","391","41"
"7","0.2","0.9","1.4","2.5","64","382","284","43"
"9","0.2","0.9","1.4","2.5","48","273","60","7"
"6","0.2","0.9","1.4","2.5","69","234","401","45"
"7","0.2","0.9","1.4","2.5","65","367","301","45"
"9","0.2","0.9","1.4","2.5","49","272","70","8"
"5","0.2","0.9","1.4","2.5","74","423","218","24"
"6","0.2","0.9","1.4","2.5","70","217","418","48"
"7","0.2","0.9","1.4","2.5","66","354","313","48"
"5","0.2","0.9","1.4","2.5","75","409","233","27"
"6","0.2","0.9","1.4","2.5","71","207","428","50"
"9","0.2","0.9","1.4","2.5","50","288","78","8"
"7","0.2","0.9","1.4","2.5","67","332","337","48"
"5","0.2","0.9","1.4","2.5","76","400","248","28"
"7","0.2","0.9","1.4","2.5","68","308","362","49"
"6","0.2","0.9","1.4","2.5","72","193","442","52"
"9","0.2","0.9","1.4","2.5","51","294","87","8"
"7","0.2","0.9","1.4","2.5","69","288","386","49"
"6","0.2","0.9","1.4","2.5","73","173","461","54"
"5","0.2","0.9","1.4","2.5","77","382","270","29"
"9","0.2","0.9","1.4","2.5","52","302","94","9"
"7","0.2","0.9","1.4","2.5","70","267","404","52"
"6","0.2","0.9","1.4","2.5","74","164","470","54"
"5","0.2","0.9","1.4","2.5","78","363","292","29"
"7","0.2","0.9","1.4","2.5","71","248","424","54"
"9","0.2","0.9","1.4","2.5","53","303","100","9"
"6","0.2","0.9","1.4","2.5","75","143","489","56"
"5","0.2","0.9","1.4","2.5","79","347","309","32"
"7","0.2","0.9","1.4","2.5","72","225","447","55"
"6","0.2","0.9","1.4","2.5","76","129","504","56"
"9","0.2","0.9","1.4","2.5","54","306","114","11"
"5","0.2","0.9","1.4","2.5","80","330","330","32"
"7","0.2","0.9","1.4","2.5","73","208","466","55"
"6","0.2","0.9","1.4","2.5","77","118","515","56"
"7","0.2","0.9","1.4","2.5","74","196","478","55"
"5","0.2","0.9","1.4","2.5","81","320","341","34"
"9","0.2","0.9","1.4","2.5","55","314","122","12"
"6","0.2","0.9","1.4","2.5","78","103","529","57"
"7","0.2","0.9","1.4","2.5","75","174","497","58"
"5","0.2","0.9","1.4","2.5","82","300","358","38"
"6","0.2","0.9","1.4","2.5","79","86","543","60"
"7","0.2","0.9","1.4","2.5","76","148","520","62"
"9","0.2","0.9","1.4","2.5","56","324","134","12"
"5","0.2","0.9","1.4","2.5","83","275","383","40"
"6","0.2","0.9","1.4","2.5","80","81","549","60"
"7","0.2","0.9","1.4","2.5","77","132","533","65"
"9","0.2","0.9","1.4","2.5","57","326","144","14"
"5","0.2","0.9","1.4","2.5","84","263","395","41"
"7","0.2","0.9","1.4","2.5","78","118","546","66"
"6","0.2","0.9","1.4","2.5","81","69","560","61"
"9","0.2","0.9","1.4","2.5","58","335","149","14"
"7","0.2","0.9","1.4","2.5","79","101","563","66"
"5","0.2","0.9","1.4","2.5","85","243","417","41"
"6","0.2","0.9","1.4","2.5","82","62","568","61"
"7","0.2","0.9","1.4","2.5","80","90","574","66"
"5","0.2","0.9","1.4","2.5","86","217","445","41"
"9","0.2","0.9","1.4","2.5","59","341","162","14"
"6","0.2","0.9","1.4","2.5","83","54","575","62"
"7","0.2","0.9","1.4","2.5","81","81","578","72"
"5","0.2","0.9","1.4","2.5","87","195","466","42"
"6","0.2","0.9","1.4","2.5","84","45","583","63"
"9","0.2","0.9","1.4","2.5","60","347","172","16"
"7","0.2","0.9","1.4","2.5","82","74","584","73"
"5","0.2","0.9","1.4","2.5","88","181","483","42"
"7","0.2","0.9","1.4","2.5","83","60","598","73"
"6","0.2","0.9","1.4","2.5","85","39","589","63"
"9","0.2","0.9","1.4","2.5","61","340","183","17"
"5","0.2","0.9","1.4","2.5","89","163","501","42"
"7","0.2","0.9","1.4","2.5","84","57","601","73"
"6","0.2","0.9","1.4","2.5","86","36","592","63"
"9","0.2","0.9","1.4","2.5","62","339","187","19"
"5","0.2","0.9","1.4","2.5","90","150","514","42"
"7","0.2","0.9","1.4","2.5","85","49","609","73"
"6","0.2","0.9","1.4","2.5","87","32","596","63"
"5","0.2","0.9","1.4","2.5","91","137","525","44"
"9","0.2","0.9","1.4","2.5","63","336","200","19"
"7","0.2","0.9","1.4","2.5","86","44","614","73"
"6","0.2","0.9","1.4","2.5","88","27","601","63"
"5","0.2","0.9","1.4","2.5","92","121","541","44"
"7","0.2","0.9","1.4","2.5","87","34","624","73"
"9","0.2","0.9","1.4","2.5","64","347","207","19"
"6","0.2","0.9","1.4","2.5","89","20","607","64"
"7","0.2","0.9","1.4","2.5","88","26","632","73"
"5","0.2","0.9","1.4","2.5","93","105","556","45"
"7","0.2","0.9","1.4","2.5","89","22","636","73"
"5","0.2","0.9","1.4","2.5","94","86","574","46"
"6","0.2","0.9","1.4","2.5","90","16","610","65"
"9","0.2","0.9","1.4","2.5","65","346","218","19"
"7","0.2","0.9","1.4","2.5","90","20","638","73"
"5","0.2","0.9","1.4","2.5","95","69","591","46"
"6","0.2","0.9","1.4","2.5","91","16","610","65"
"9","0.2","0.9","1.4","2.5","66","347","231","19"
"7","0.2","0.9","1.4","2.5","91","16","642","73"
"5","0.2","0.9","1.4","2.5","96","60","599","47"
"6","0.2","0.9","1.4","2.5","92","14","612","65"
"7","0.2","0.9","1.4","2.5","92","13","645","73"
"9","0.2","0.9","1.4","2.5","67","340","243","21"
"5","0.2","0.9","1.4","2.5","97","50","610","47"
"7","0.2","0.9","1.4","2.5","93","12","646","73"
"6","0.2","0.9","1.4","2.5","93","14","613","65"
"5","0.2","0.9","1.4","2.5","98","45","615","47"
"7","0.2","0.9","1.4","2.5","94","7","650","74"
"6","0.2","0.9","1.4","2.5","94","12","615","65"
"9","0.2","0.9","1.4","2.5","68","331","260","24"
"5","0.2","0.9","1.4","2.5","99","41","619","47"
"7","0.2","0.9","1.4","2.5","95","7","650","74"
"9","0.2","0.9","1.4","2.5","69","323","270","26"
"7","0.2","0.9","1.4","2.5","96","4","652","75"
"6","0.2","0.9","1.4","2.5","95","8","618","66"
"5","0.2","0.9","1.4","2.5","100","38","622","47"
"7","0.2","0.9","1.4","2.5","97","3","653","75"
"6","0.2","0.9","1.4","2.5","96","8","618","66"
"5","0.2","0.9","1.4","2.5","101","30","629","48"
"9","0.2","0.9","1.4","2.5","70","318","285","27"
"7","0.2","0.9","1.4","2.5","98","2","654","75"
"5","0.2","0.9","1.4","2.5","102","26","633","48"
"6","0.2","0.9","1.4","2.5","97","5","621","66"
"9","0.2","0.9","1.4","2.5","71","313","295","30"
"7","0.2","0.9","1.4","2.5","99","2","654","75"
"5","0.2","0.9","1.4","2.5","103","23","635","49"
"6","0.2","0.9","1.4","2.5","98","3","623","66"
"7","0.2","0.9","1.4","2.5","100","2","654","75"
"9","0.2","0.9","1.4","2.5","72","301","307","33"
"5","0.2","0.9","1.4","2.5","104","21","637","49"
"6","0.2","0.9","1.4","2.5","99","3","623","66"
"7","0.2","0.9","1.4","2.5","101","1","655","75"
"5","0.2","0.9","1.4","2.5","105","15","643","49"
"6","0.2","0.9","1.4","2.5","100","3","623","66"
"9","0.2","0.9","1.4","2.5","73","298","313","35"
"7","0.2","0.9","1.4","2.5","102","1","655","75"
"5","0.2","0.9","1.4","2.5","106","13","645","49"
"6","0.2","0.9","1.4","2.5","101","3","623","66"
"9","0.2","0.9","1.4","2.5","74","300","323","35"
"7","0.2","0.9","1.4","2.5","103","1","655","75"
"5","0.2","0.9","1.4","2.5","107","10","648","49"
"6","0.2","0.9","1.4","2.5","102","3","623","66"
"7","0.2","0.9","1.4","2.5","104","1","655","75"
"5","0.2","0.9","1.4","2.5","108","9","648","50"
"9","0.2","0.9","1.4","2.5","75","280","343","37"
"6","0.2","0.9","1.4","2.5","103","3","623","66"
"7","0.2","0.9","1.4","2.5","105","1","655","75"
"5","0.2","0.9","1.4","2.5","109","7","650","50"
"9","0.2","0.9","1.4","2.5","76","275","353","37"
"6","0.2","0.9","1.4","2.5","104","3","623","66"
"7","0.2","0.9","1.4","2.5","106","0","656","75"
"5","0.2","0.9","1.4","2.5","110","6","651","50"
"6","0.2","0.9","1.4","2.5","105","3","623","66"
"9","0.2","0.9","1.4","2.5","77","263","366","37"
"5","0.2","0.9","1.4","2.5","111","4","653","50"
"9","0.2","0.9","1.4","2.5","78","256","375","39"
"6","0.2","0.9","1.4","2.5","106","3","623","66"
"5","0.2","0.9","1.4","2.5","112","4","653","50"
"10","0.2","0.9","1.4","2.5","0","0","0","0"
"9","0.2","0.9","1.4","2.5","79","239","390","41"
"5","0.2","0.9","1.4","2.5","113","3","654","50"
"6","0.2","0.9","1.4","2.5","107","1","625","66"
"10","0.2","0.9","1.4","2.5","1","2","0","0"
"9","0.2","0.9","1.4","2.5","80","220","409","43"
"5","0.2","0.9","1.4","2.5","114","1","656","50"
"6","0.2","0.9","1.4","2.5","108","1","625","66"
"10","0.2","0.9","1.4","2.5","2","2","0","0"
"5","0.2","0.9","1.4","2.5","115","1","656","50"
"9","0.2","0.9","1.4","2.5","81","207","425","44"
"6","0.2","0.9","1.4","2.5","109","1","625","66"
"10","0.2","0.9","1.4","2.5","3","4","0","0"
"5","0.2","0.9","1.4","2.5","116","1","656","50"
"9","0.2","0.9","1.4","2.5","82","190","441","47"
"6","0.2","0.9","1.4","2.5","110","1","625","66"
"10","0.2","0.9","1.4","2.5","4","4","0","0"
"5","0.2","0.9","1.4","2.5","117","1","656","50"
"9","0.2","0.9","1.4","2.5","83","179","453","47"
"6","0.2","0.9","1.4","2.5","111","1","625","66"
"10","0.2","0.9","1.4","2.5","5","4","0","0"
"5","0.2","0.9","1.4","2.5","118","1","656","50"
"10","0.2","0.9","1.4","2.5","6","4","0","0"
"6","0.2","0.9","1.4","2.5","112","1","625","66"
"9","0.2","0.9","1.4","2.5","84","163","468","49"
"6","0.2","0.9","1.4","2.5","113","1","625","66"
"5","0.2","0.9","1.4","2.5","119","1","656","50"
"10","0.2","0.9","1.4","2.5","7","5","0","0"
"9","0.2","0.9","1.4","2.5","85","147","484","50"
"5","0.2","0.9","1.4","2.5","120","1","656","50"
"6","0.2","0.9","1.4","2.5","114","1","625","66"
"10","0.2","0.9","1.4","2.5","8","6","0","0"
"9","0.2","0.9","1.4","2.5","86","146","487","51"
"5","0.2","0.9","1.4","2.5","121","1","656","50"
"6","0.2","0.9","1.4","2.5","115","1","625","66"
"10","0.2","0.9","1.4","2.5","9","10","0","0"
"9","0.2","0.9","1.4","2.5","87","137","495","52"
"5","0.2","0.9","1.4","2.5","122","0","657","50"
"6","0.2","0.9","1.4","2.5","116","1","625","66"
"10","0.2","0.9","1.4","2.5","10","13","0","0"
"9","0.2","0.9","1.4","2.5","88","128","503","53"
"6","0.2","0.9","1.4","2.5","117","1","625","66"
"10","0.2","0.9","1.4","2.5","11","14","0","0"
"9","0.2","0.9","1.4","2.5","89","113","519","54"
"10","0.2","0.9","1.4","2.5","12","15","0","0"
"6","0.2","0.9","1.4","2.5","118","1","625","66"
"11","0.2","0.9","1.4","2.5","0","0","0","0"
"9","0.2","0.9","1.4","2.5","90","102","529","55"
"10","0.2","0.9","1.4","2.5","13","15","0","0"
"6","0.2","0.9","1.4","2.5","119","1","625","66"
"11","0.2","0.9","1.4","2.5","1","1","0","0"
"9","0.2","0.9","1.4","2.5","91","96","536","56"
"10","0.2","0.9","1.4","2.5","14","19","0","0"
"11","0.2","0.9","1.4","2.5","2","3","0","0"
"6","0.2","0.9","1.4","2.5","120","0","626","66"
"9","0.2","0.9","1.4","2.5","92","83","549","56"
"10","0.2","0.9","1.4","2.5","15","29","0","0"
"11","0.2","0.9","1.4","2.5","3","4","0","0"
"10","0.2","0.9","1.4","2.5","16","33","0","0"
"9","0.2","0.9","1.4","2.5","93","79","555","56"
"11","0.2","0.9","1.4","2.5","4","4","0","0"
"12","0.2","0.9","1.4","2.5","0","0","0","0"
"9","0.2","0.9","1.4","2.5","94","73","562","57"
"10","0.2","0.9","1.4","2.5","17","39","0","0"
"11","0.2","0.9","1.4","2.5","5","4","0","0"
"12","0.2","0.9","1.4","2.5","1","3","0","0"
"9","0.2","0.9","1.4","2.5","95","66","569","58"
"10","0.2","0.9","1.4","2.5","18","43","0","0"
"11","0.2","0.9","1.4","2.5","6","4","0","0"
"12","0.2","0.9","1.4","2.5","2","4","0","0"
"10","0.2","0.9","1.4","2.5","19","53","0","0"
