"BehaviorSpace results (NetLogo 6.2.0)"
"epidemic.nlogo"
"experiment_2"
"02/17/2021 17:10:12:810 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","65","0","65"
"[run number]","density","infectioness","mortality","speed","[step]","infected","cured","dead"
"32","0.9","0.9","1.4","1.5","38","2071","126","23"
"29","0.9","0.9","1.4","1","68","1927","1508","163"
"31","0.9","0.9","1.4","1.5","38","2262","219","39"
"30","0.9","0.9","1.4","1","58","2176","881","105"
"32","0.9","0.9","1.4","1.5","39","2209","159","28"
"29","0.9","0.9","1.4","1","69","1891","1571","171"
"31","0.9","0.9","1.4","1.5","39","2357","250","47"
"30","0.9","0.9","1.4","1","59","2194","930","112"
"29","0.9","0.9","1.4","1","70","1862","1629","175"
"32","0.9","0.9","1.4","1.5","40","2309","200","33"
"30","0.9","0.9","1.4","1","60","2214","974","116"
"31","0.9","0.9","1.4","1.5","40","2418","296","53"
"29","0.9","0.9","1.4","1","71","1803","1704","184"
"32","0.9","0.9","1.4","1.5","41","2390","229","39"
"29","0.9","0.9","1.4","1","72","1766","1766","191"
"30","0.9","0.9","1.4","1","61","2227","1026","124"
"31","0.9","0.9","1.4","1.5","41","2481","349","59"
"29","0.9","0.9","1.4","1","73","1692","1860","201"
"32","0.9","0.9","1.4","1.5","42","2513","258","44"
"30","0.9","0.9","1.4","1","62","2196","1108","128"
"29","0.9","0.9","1.4","1","74","1615","1940","207"
"31","0.9","0.9","1.4","1.5","42","2552","407","63"
"32","0.9","0.9","1.4","1.5","43","2622","299","51"
"30","0.9","0.9","1.4","1","63","2189","1175","136"
"29","0.9","0.9","1.4","1","75","1529","2031","215"
"31","0.9","0.9","1.4","1.5","43","2607","469","71"
"29","0.9","0.9","1.4","1","76","1457","2105","225"
"30","0.9","0.9","1.4","1","64","2170","1239","143"
"32","0.9","0.9","1.4","1.5","44","2688","365","57"
"29","0.9","0.9","1.4","1","77","1393","2184","232"
"30","0.9","0.9","1.4","1","65","2165","1287","153"
"31","0.9","0.9","1.4","1.5","44","2612","522","80"
"29","0.9","0.9","1.4","1","78","1282","2290","246"
"32","0.9","0.9","1.4","1.5","45","2727","419","60"
"30","0.9","0.9","1.4","1","66","2105","1359","167"
"29","0.9","0.9","1.4","1","79","1174","2401","250"
"31","0.9","0.9","1.4","1.5","45","2660","568","90"
"29","0.9","0.9","1.4","1","80","1046","2526","259"
"32","0.9","0.9","1.4","1.5","46","2774","478","70"
"30","0.9","0.9","1.4","1","67","2037","1439","179"
"29","0.9","0.9","1.4","1","81","969","2599","265"
"31","0.9","0.9","1.4","1.5","46","2674","628","102"
"30","0.9","0.9","1.4","1","68","1993","1516","185"
"29","0.9","0.9","1.4","1","82","885","2679","270"
"32","0.9","0.9","1.4","1.5","47","2801","533","77"
"30","0.9","0.9","1.4","1","69","1940","1584","196"
"29","0.9","0.9","1.4","1","83","793","2763","278"
"31","0.9","0.9","1.4","1.5","47","2655","692","114"
"29","0.9","0.9","1.4","1","84","720","2832","282"
"30","0.9","0.9","1.4","1","70","1877","1650","210"
"32","0.9","0.9","1.4","1.5","48","2812","591","87"
"29","0.9","0.9","1.4","1","85","647","2902","286"
"30","0.9","0.9","1.4","1","71","1783","1751","220"
"29","0.9","0.9","1.4","1","86","592","2953","290"
"29","0.9","0.9","1.4","1","87","534","3009","292"
"30","0.9","0.9","1.4","1","72","1718","1841","229"
"31","0.9","0.9","1.4","1.5","48","2630","765","132"
"29","0.9","0.9","1.4","1","88","479","3061","296"
"32","0.9","0.9","1.4","1.5","49","2820","651","97"
"30","0.9","0.9","1.4","1","73","1626","1935","237"
"29","0.9","0.9","1.4","1","89","424","3108","304"
"31","0.9","0.9","1.4","1.5","49","2603","841","140"
"29","0.9","0.9","1.4","1","90","389","3140","307"
"30","0.9","0.9","1.4","1","74","1521","2036","246"
"29","0.9","0.9","1.4","1","91","336","3188","312"
"32","0.9","0.9","1.4","1.5","50","2814","736","100"
"29","0.9","0.9","1.4","1","92","288","3232","316"
"30","0.9","0.9","1.4","1","75","1436","2124","255"
"31","0.9","0.9","1.4","1.5","50","2591","921","148"
"29","0.9","0.9","1.4","1","93","239","3279","318"
"30","0.9","0.9","1.4","1","76","1340","2224","261"
"32","0.9","0.9","1.4","1.5","51","2791","806","108"
"29","0.9","0.9","1.4","1","94","205","3311","320"
"31","0.9","0.9","1.4","1.5","51","2554","1001","156"
"30","0.9","0.9","1.4","1","77","1255","2303","273"
"29","0.9","0.9","1.4","1","95","174","3339","323"
"30","0.9","0.9","1.4","1","78","1163","2387","284"
"32","0.9","0.9","1.4","1.5","52","2766","874","114"
"29","0.9","0.9","1.4","1","96","146","3365","325"
"31","0.9","0.9","1.4","1.5","52","2499","1081","168"
"30","0.9","0.9","1.4","1","79","1062","2479","293"
"29","0.9","0.9","1.4","1","97","117","3393","326"
"32","0.9","0.9","1.4","1.5","53","2729","941","120"
"29","0.9","0.9","1.4","1","98","88","3420","328"
"30","0.9","0.9","1.4","1","80","961","2572","301"
"31","0.9","0.9","1.4","1.5","53","2430","1173","171"
"29","0.9","0.9","1.4","1","99","75","3432","329"
"30","0.9","0.9","1.4","1","81","857","2668","310"
"29","0.9","0.9","1.4","1","100","60","3441","335"
"32","0.9","0.9","1.4","1.5","54","2651","1020","133"
"31","0.9","0.9","1.4","1.5","54","2343","1283","179"
"30","0.9","0.9","1.4","1","82","764","2757","316"
"29","0.9","0.9","1.4","1","101","46","3455","335"
"30","0.9","0.9","1.4","1","83","663","2855","319"
"32","0.9","0.9","1.4","1.5","55","2569","1102","145"
"31","0.9","0.9","1.4","1.5","55","2231","1396","187"
"30","0.9","0.9","1.4","1","84","599","2912","326"
"29","0.9","0.9","1.4","1","102","30","3471","335"
"30","0.9","0.9","1.4","1","85","517","2987","333"
"29","0.9","0.9","1.4","1","103","17","3483","336"
"31","0.9","0.9","1.4","1.5","56","2115","1505","201"
"32","0.9","0.9","1.4","1.5","56","2464","1204","157"
"30","0.9","0.9","1.4","1","86","470","3031","336"
"29","0.9","0.9","1.4","1","104","9","3489","338"
"31","0.9","0.9","1.4","1.5","57","2025","1599","207"
"30","0.9","0.9","1.4","1","87","400","3097","340"
"29","0.9","0.9","1.4","1","105","6","3492","338"
"32","0.9","0.9","1.4","1.5","57","2370","1293","171"
"30","0.9","0.9","1.4","1","88","345","3148","344"
"29","0.9","0.9","1.4","1","106","3","3495","338"
"31","0.9","0.9","1.4","1.5","58","1945","1674","215"
"30","0.9","0.9","1.4","1","89","284","3205","348"
"29","0.9","0.9","1.4","1","107","2","3495","339"
"32","0.9","0.9","1.4","1.5","58","2254","1402","182"
"30","0.9","0.9","1.4","1","90","233","3251","353"
"31","0.9","0.9","1.4","1.5","59","1826","1782","228"
"29","0.9","0.9","1.4","1","108","2","3495","339"
"30","0.9","0.9","1.4","1","91","209","3273","355"
"32","0.9","0.9","1.4","1.5","59","2128","1515","195"
"30","0.9","0.9","1.4","1","92","173","3305","359"
"31","0.9","0.9","1.4","1.5","60","1694","1897","246"
"29","0.9","0.9","1.4","1","109","2","3495","339"
"30","0.9","0.9","1.4","1","93","145","3331","361"
"32","0.9","0.9","1.4","1.5","60","2019","1615","205"
"31","0.9","0.9","1.4","1.5","61","1573","2002","263"
"30","0.9","0.9","1.4","1","94","124","3352","361"
"30","0.9","0.9","1.4","1","95","101","3375","361"
"29","0.9","0.9","1.4","1","110","2","3495","339"
"32","0.9","0.9","1.4","1.5","61","1889","1734","217"
"31","0.9","0.9","1.4","1.5","62","1438","2129","273"
"30","0.9","0.9","1.4","1","96","83","3393","361"
"29","0.9","0.9","1.4","1","111","1","3496","339"
"32","0.9","0.9","1.4","1.5","62","1763","1846","231"
"31","0.9","0.9","1.4","1.5","63","1307","2253","280"
"30","0.9","0.9","1.4","1","97","58","3416","363"
"29","0.9","0.9","1.4","1","112","1","3496","339"
"30","0.9","0.9","1.4","1","98","41","3433","363"
"29","0.9","0.9","1.4","1","113","1","3496","339"
"31","0.9","0.9","1.4","1.5","64","1182","2367","292"
"32","0.9","0.9","1.4","1.5","63","1597","1995","249"
"30","0.9","0.9","1.4","1","99","34","3440","363"
"29","0.9","0.9","1.4","1","114","0","3497","339"
"31","0.9","0.9","1.4","1.5","65","1066","2472","303"
"30","0.9","0.9","1.4","1","100","24","3450","363"
"32","0.9","0.9","1.4","1.5","64","1438","2147","258"
"30","0.9","0.9","1.4","1","101","12","3461","364"
"31","0.9","0.9","1.4","1.5","66","945","2588","308"
"32","0.9","0.9","1.4","1.5","65","1292","2282","269"
"30","0.9","0.9","1.4","1","102","5","3468","364"
"31","0.9","0.9","1.4","1.5","67","806","2715","320"
"32","0.9","0.9","1.4","1.5","66","1153","2407","284"
"33","0.9","0.9","1.4","1.5","0","0","0","0"
"30","0.9","0.9","1.4","1","103","2","3471","364"
"31","0.9","0.9","1.4","1.5","68","698","2819","324"
"32","0.9","0.9","1.4","1.5","67","1013","2527","304"
"33","0.9","0.9","1.4","1.5","1","5","0","0"
"31","0.9","0.9","1.4","1.5","69","610","2900","331"
"32","0.9","0.9","1.4","1.5","68","872","2666","306"
"31","0.9","0.9","1.4","1.5","70","521","2984","337"
"30","0.9","0.9","1.4","1","104","2","3471","364"
"33","0.9","0.9","1.4","1.5","2","12","0","0"
"32","0.9","0.9","1.4","1.5","69","746","2784","315"
"30","0.9","0.9","1.4","1","105","2","3471","364"
"31","0.9","0.9","1.4","1.5","71","449","3055","338"
"32","0.9","0.9","1.4","1.5","70","614","2905","326"
"33","0.9","0.9","1.4","1.5","3","16","0","0"
"30","0.9","0.9","1.4","1","106","0","3473","364"
"31","0.9","0.9","1.4","1.5","72","386","3113","343"
"32","0.9","0.9","1.4","1.5","71","525","2988","332"
"33","0.9","0.9","1.4","1.5","4","20","0","0"
"31","0.9","0.9","1.4","1.5","73","319","3174","349"
"32","0.9","0.9","1.4","1.5","72","440","3069","336"
"33","0.9","0.9","1.4","1.5","5","23","0","0"
"31","0.9","0.9","1.4","1.5","74","262","3226","354"
"32","0.9","0.9","1.4","1.5","73","353","3149","343"
"34","0.9","0.9","1.4","1.5","0","0","0","0"
"33","0.9","0.9","1.4","1.5","6","26","0","0"
"31","0.9","0.9","1.4","1.5","75","193","3292","357"
"32","0.9","0.9","1.4","1.5","74","277","3222","346"
"33","0.9","0.9","1.4","1.5","7","53","0","0"
"31","0.9","0.9","1.4","1.5","76","141","3342","359"
"32","0.9","0.9","1.4","1.5","75","206","3292","347"
"33","0.9","0.9","1.4","1.5","8","72","0","0"
"31","0.9","0.9","1.4","1.5","77","100","3383","359"
"32","0.9","0.9","1.4","1.5","76","143","3350","352"
"34","0.9","0.9","1.4","1.5","1","9","0","0"
"33","0.9","0.9","1.4","1.5","9","80","0","0"
"31","0.9","0.9","1.4","1.5","78","64","3417","361"
"32","0.9","0.9","1.4","1.5","77","99","3390","356"
"31","0.9","0.9","1.4","1.5","79","44","3436","362"
"32","0.9","0.9","1.4","1.5","78","65","3424","356"
"33","0.9","0.9","1.4","1.5","10","120","0","0"
"34","0.9","0.9","1.4","1.5","2","13","0","0"
"33","0.9","0.9","1.4","1.5","11","158","0","0"
"34","0.9","0.9","1.4","1.5","3","14","0","0"
"31","0.9","0.9","1.4","1.5","80","27","3453","362"
"32","0.9","0.9","1.4","1.5","79","40","3448","357"
"33","0.9","0.9","1.4","1.5","12","200","0","0"
"34","0.9","0.9","1.4","1.5","4","16","0","0"
"31","0.9","0.9","1.4","1.5","81","19","3461","362"
"32","0.9","0.9","1.4","1.5","80","30","3458","357"
"33","0.9","0.9","1.4","1.5","13","235","0","0"
"34","0.9","0.9","1.4","1.5","5","19","0","0"
"31","0.9","0.9","1.4","1.5","82","13","3467","362"
"32","0.9","0.9","1.4","1.5","81","22","3466","357"
"33","0.9","0.9","1.4","1.5","14","264","0","0"
"34","0.9","0.9","1.4","1.5","6","28","0","0"
"31","0.9","0.9","1.4","1.5","83","8","3472","362"
"32","0.9","0.9","1.4","1.5","82","13","3475","357"
"34","0.9","0.9","1.4","1.5","7","40","0","0"
"33","0.9","0.9","1.4","1.5","15","337","0","0"
"31","0.9","0.9","1.4","1.5","84","6","3474","362"
"32","0.9","0.9","1.4","1.5","83","8","3480","357"
"34","0.9","0.9","1.4","1.5","8","51","0","0"
"31","0.9","0.9","1.4","1.5","85","4","3476","362"
"33","0.9","0.9","1.4","1.5","16","372","0","0"
"32","0.9","0.9","1.4","1.5","84","7","3481","357"
"34","0.9","0.9","1.4","1.5","9","70","0","0"
"31","0.9","0.9","1.4","1.5","86","4","3476","362"
"33","0.9","0.9","1.4","1.5","17","433","0","0"
"32","0.9","0.9","1.4","1.5","85","5","3483","357"
"34","0.9","0.9","1.4","1.5","10","87","0","0"
"31","0.9","0.9","1.4","1.5","87","2","3478","362"
"33","0.9","0.9","1.4","1.5","18","509","0","0"
"32","0.9","0.9","1.4","1.5","86","5","3483","357"
"34","0.9","0.9","1.4","1.5","11","107","0","0"
"31","0.9","0.9","1.4","1.5","88","2","3478","362"
"33","0.9","0.9","1.4","1.5","19","558","1","0"
"32","0.9","0.9","1.4","1.5","87","4","3484","357"
"34","0.9","0.9","1.4","1.5","12","123","0","0"
"31","0.9","0.9","1.4","1.5","89","1","3479","362"
"32","0.9","0.9","1.4","1.5","88","4","3484","357"
"33","0.9","0.9","1.4","1.5","20","629","1","0"
"34","0.9","0.9","1.4","1.5","13","147","0","0"
"31","0.9","0.9","1.4","1.5","90","1","3479","362"
"32","0.9","0.9","1.4","1.5","89","2","3486","357"
"34","0.9","0.9","1.4","1.5","14","175","0","0"
"33","0.9","0.9","1.4","1.5","21","721","1","0"
"31","0.9","0.9","1.4","1.5","91","1","3479","362"
"32","0.9","0.9","1.4","1.5","90","1","3486","358"
"34","0.9","0.9","1.4","1.5","15","215","0","0"
"32","0.9","0.9","1.4","1.5","91","1","3486","358"
"31","0.9","0.9","1.4","1.5","92","1","3479","362"
"33","0.9","0.9","1.4","1.5","22","808","1","1"
"34","0.9","0.9","1.4","1.5","16","247","0","0"
"32","0.9","0.9","1.4","1.5","92","1","3486","358"
"31","0.9","0.9","1.4","1.5","93","1","3479","362"
"33","0.9","0.9","1.4","1.5","23","880","1","1"
"34","0.9","0.9","1.4","1.5","17","277","0","0"
"32","0.9","0.9","1.4","1.5","93","0","3487","358"
"31","0.9","0.9","1.4","1.5","94","1","3479","362"
"34","0.9","0.9","1.4","1.5","18","321","0","0"
"33","0.9","0.9","1.4","1.5","24","961","1","1"
"31","0.9","0.9","1.4","1.5","95","1","3479","362"
"34","0.9","0.9","1.4","1.5","19","395","0","0"
"33","0.9","0.9","1.4","1.5","25","1030","1","1"
"31","0.9","0.9","1.4","1.5","96","0","3480","362"
"35","0.9","0.9","1.4","1.5","0","0","0","0"
"34","0.9","0.9","1.4","1.5","20","454","1","0"
"33","0.9","0.9","1.4","1.5","26","1094","3","2"
"34","0.9","0.9","1.4","1.5","21","505","1","0"
"35","0.9","0.9","1.4","1.5","1","9","0","0"
"33","0.9","0.9","1.4","1.5","27","1210","7","2"
"34","0.9","0.9","1.4","1.5","22","562","1","0"
"36","0.9","0.9","1.4","1.5","0","0","0","0"
"35","0.9","0.9","1.4","1.5","2","13","0","0"
"33","0.9","0.9","1.4","1.5","28","1326","14","3"
"34","0.9","0.9","1.4","1.5","23","655","1","1"
"36","0.9","0.9","1.4","1.5","1","6","0","0"
"35","0.9","0.9","1.4","1.5","3","14","0","0"
"34","0.9","0.9","1.4","1.5","24","779","1","1"
"36","0.9","0.9","1.4","1.5","2","9","0","0"
"33","0.9","0.9","1.4","1.5","29","1400","19","6"
"35","0.9","0.9","1.4","1.5","4","17","0","0"
"34","0.9","0.9","1.4","1.5","25","869","1","1"
"36","0.9","0.9","1.4","1.5","3","9","0","0"
"33","0.9","0.9","1.4","1.5","30","1477","23","7"
"35","0.9","0.9","1.4","1.5","5","20","0","0"
"36","0.9","0.9","1.4","1.5","4","14","0","0"
"34","0.9","0.9","1.4","1.5","26","961","6","2"
"33","0.9","0.9","1.4","1.5","31","1579","25","11"
"35","0.9","0.9","1.4","1.5","6","34","0","0"
"34","0.9","0.9","1.4","1.5","27","1050","10","4"
"36","0.9","0.9","1.4","1.5","5","24","0","0"
"35","0.9","0.9","1.4","1.5","7","59","0","0"
"33","0.9","0.9","1.4","1.5","32","1685","43","13"
"36","0.9","0.9","1.4","1.5","6","29","0","0"
"34","0.9","0.9","1.4","1.5","28","1139","11","5"
"35","0.9","0.9","1.4","1.5","8","78","0","0"
"33","0.9","0.9","1.4","1.5","33","1783","63","14"
"36","0.9","0.9","1.4","1.5","7","48","0","0"
"35","0.9","0.9","1.4","1.5","9","102","0","0"
"34","0.9","0.9","1.4","1.5","29","1244","13","7"
"36","0.9","0.9","1.4","1.5","8","79","0","0"
"33","0.9","0.9","1.4","1.5","34","1914","77","16"
"35","0.9","0.9","1.4","1.5","10","130","0","0"
"34","0.9","0.9","1.4","1.5","30","1327","15","7"
"36","0.9","0.9","1.4","1.5","9","100","0","0"
"35","0.9","0.9","1.4","1.5","11","153","0","0"
"33","0.9","0.9","1.4","1.5","35","2015","103","20"
"34","0.9","0.9","1.4","1.5","31","1428","23","7"
"36","0.9","0.9","1.4","1.5","10","129","0","0"
"35","0.9","0.9","1.4","1.5","12","179","0","0"
"33","0.9","0.9","1.4","1.5","36","2093","140","26"
"36","0.9","0.9","1.4","1.5","11","149","0","0"
"34","0.9","0.9","1.4","1.5","32","1544","34","9"
"35","0.9","0.9","1.4","1.5","13","218","0","0"
"36","0.9","0.9","1.4","1.5","12","198","0","0"
"35","0.9","0.9","1.4","1.5","14","273","0","0"
"34","0.9","0.9","1.4","1.5","33","1641","39","9"
"33","0.9","0.9","1.4","1.5","37","2188","177","29"
"36","0.9","0.9","1.4","1.5","13","262","0","0"
"35","0.9","0.9","1.4","1.5","15","316","0","0"
"34","0.9","0.9","1.4","1.5","34","1749","55","13"
"36","0.9","0.9","1.4","1.5","14","317","0","0"
"35","0.9","0.9","1.4","1.5","16","373","0","0"
"33","0.9","0.9","1.4","1.5","38","2290","209","34"
"36","0.9","0.9","1.4","1.5","15","356","0","0"
"35","0.9","0.9","1.4","1.5","17","411","0","0"
"34","0.9","0.9","1.4","1.5","35","1886","69","15"
"36","0.9","0.9","1.4","1.5","16","406","0","0"
"33","0.9","0.9","1.4","1.5","39","2398","243","40"
"35","0.9","0.9","1.4","1.5","18","456","0","0"
"36","0.9","0.9","1.4","1.5","17","466","0","0"
"35","0.9","0.9","1.4","1.5","19","519","0","1"
"34","0.9","0.9","1.4","1.5","36","1995","94","17"
"36","0.9","0.9","1.4","1.5","18","550","0","0"
"33","0.9","0.9","1.4","1.5","40","2482","293","44"
"35","0.9","0.9","1.4","1.5","20","577","0","1"
"36","0.9","0.9","1.4","1.5","19","637","0","0"
"34","0.9","0.9","1.4","1.5","37","2115","111","22"
"33","0.9","0.9","1.4","1.5","41","2553","331","50"
"35","0.9","0.9","1.4","1.5","21","656","0","1"
"36","0.9","0.9","1.4","1.5","20","703","0","0"
"34","0.9","0.9","1.4","1.5","38","2214","126","23"
"35","0.9","0.9","1.4","1.5","22","708","0","1"
"33","0.9","0.9","1.4","1.5","42","2611","382","57"
"36","0.9","0.9","1.4","1.5","21","775","1","0"
"35","0.9","0.9","1.4","1.5","23","783","0","1"
"36","0.9","0.9","1.4","1.5","22","831","1","0"
"33","0.9","0.9","1.4","1.5","43","2655","442","64"
"34","0.9","0.9","1.4","1.5","39","2370","151","30"
"35","0.9","0.9","1.4","1.5","24","860","0","2"
"33","0.9","0.9","1.4","1.5","44","2689","493","73"
"36","0.9","0.9","1.4","1.5","23","952","1","1"
"34","0.9","0.9","1.4","1.5","40","2516","183","37"
"35","0.9","0.9","1.4","1.5","25","951","0","2"
"33","0.9","0.9","1.4","1.5","45","2694","556","82"
"36","0.9","0.9","1.4","1.5","24","1047","1","1"
"34","0.9","0.9","1.4","1.5","41","2607","211","42"
"35","0.9","0.9","1.4","1.5","26","1052","6","2"
"36","0.9","0.9","1.4","1.5","25","1158","1","2"
"33","0.9","0.9","1.4","1.5","46","2664","644","93"
"34","0.9","0.9","1.4","1.5","42","2703","243","46"
"35","0.9","0.9","1.4","1.5","27","1164","9","3"
"36","0.9","0.9","1.4","1.5","26","1213","5","2"
"33","0.9","0.9","1.4","1.5","47","2659","716","99"
"34","0.9","0.9","1.4","1.5","43","2745","278","49"
"35","0.9","0.9","1.4","1.5","28","1270","12","4"
"36","0.9","0.9","1.4","1.5","27","1297","6","3"
"33","0.9","0.9","1.4","1.5","48","2629","783","109"
"35","0.9","0.9","1.4","1.5","29","1369","15","6"
"34","0.9","0.9","1.4","1.5","44","2792","339","62"
"36","0.9","0.9","1.4","1.5","28","1425","8","3"
"33","0.9","0.9","1.4","1.5","49","2592","855","116"
"35","0.9","0.9","1.4","1.5","30","1474","19","7"
"34","0.9","0.9","1.4","1.5","45","2844","393","63"
"36","0.9","0.9","1.4","1.5","29","1550","9","5"
"33","0.9","0.9","1.4","1.5","50","2586","914","124"
"35","0.9","0.9","1.4","1.5","31","1588","28","8"
"36","0.9","0.9","1.4","1.5","30","1677","17","8"
"34","0.9","0.9","1.4","1.5","46","2888","444","72"
"33","0.9","0.9","1.4","1.5","51","2563","988","133"
"35","0.9","0.9","1.4","1.5","32","1675","46","11"
"36","0.9","0.9","1.4","1.5","31","1780","24","10"
"34","0.9","0.9","1.4","1.5","47","2862","508","84"
"33","0.9","0.9","1.4","1.5","52","2491","1083","148"
"35","0.9","0.9","1.4","1.5","33","1755","68","13"
"36","0.9","0.9","1.4","1.5","32","1887","43","15"
"33","0.9","0.9","1.4","1.5","53","2415","1183","157"
"34","0.9","0.9","1.4","1.5","48","2854","581","89"
"33","0.9","0.9","1.4","1.5","54","2346","1274","168"
"35","0.9","0.9","1.4","1.5","34","1882","86","16"
"34","0.9","0.9","1.4","1.5","49","2830","677","103"
"36","0.9","0.9","1.4","1.5","33","1971","66","17"
"33","0.9","0.9","1.4","1.5","55","2269","1348","185"
"35","0.9","0.9","1.4","1.5","35","1984","112","19"
"34","0.9","0.9","1.4","1.5","50","2774","776","113"
"36","0.9","0.9","1.4","1.5","34","2094","81","19"
"33","0.9","0.9","1.4","1.5","56","2199","1430","192"
"35","0.9","0.9","1.4","1.5","36","2107","142","20"
"34","0.9","0.9","1.4","1.5","51","2711","865","125"
"33","0.9","0.9","1.4","1.5","57","2088","1532","206"
"36","0.9","0.9","1.4","1.5","35","2232","105","22"
"35","0.9","0.9","1.4","1.5","37","2241","170","24"
"33","0.9","0.9","1.4","1.5","58","1948","1667","220"
"34","0.9","0.9","1.4","1.5","52","2656","945","139"
"36","0.9","0.9","1.4","1.5","36","2370","130","23"
"33","0.9","0.9","1.4","1.5","59","1839","1772","229"
"34","0.9","0.9","1.4","1.5","53","2597","1028","145"
"35","0.9","0.9","1.4","1.5","38","2335","197","28"
"33","0.9","0.9","1.4","1.5","60","1703","1900","240"
"34","0.9","0.9","1.4","1.5","54","2528","1120","154"
"35","0.9","0.9","1.4","1.5","39","2415","246","33"
"33","0.9","0.9","1.4","1.5","61","1560","2034","250"
"34","0.9","0.9","1.4","1.5","55","2454","1198","165"
"33","0.9","0.9","1.4","1.5","62","1436","2144","265"
"36","0.9","0.9","1.4","1.5","37","2472","174","27"
"35","0.9","0.9","1.4","1.5","40","2511","288","36"
"33","0.9","0.9","1.4","1.5","63","1295","2276","277"
"34","0.9","0.9","1.4","1.5","56","2368","1281","176"
"36","0.9","0.9","1.4","1.5","38","2565","227","33"
"33","0.9","0.9","1.4","1.5","64","1161","2396","291"
"34","0.9","0.9","1.4","1.5","57","2243","1406","183"
"33","0.9","0.9","1.4","1.5","65","1031","2519","299"
"35","0.9","0.9","1.4","1.5","41","2601","327","46"
"36","0.9","0.9","1.4","1.5","39","2654","283","36"
"33","0.9","0.9","1.4","1.5","66","896","2644","309"
"34","0.9","0.9","1.4","1.5","58","2116","1518","199"
"33","0.9","0.9","1.4","1.5","67","803","2733","313"
"33","0.9","0.9","1.4","1.5","68","693","2837","319"
"35","0.9","0.9","1.4","1.5","42","2685","370","52"
"33","0.9","0.9","1.4","1.5","69","600","2928","321"
"34","0.9","0.9","1.4","1.5","59","1999","1625","211"
"36","0.9","0.9","1.4","1.5","40","2744","320","38"
"33","0.9","0.9","1.4","1.5","70","519","3003","327"
"34","0.9","0.9","1.4","1.5","60","1864","1749","224"
"33","0.9","0.9","1.4","1.5","71","449","3068","332"
"36","0.9","0.9","1.4","1.5","41","2835","367","43"
"33","0.9","0.9","1.4","1.5","72","376","3135","338"
"34","0.9","0.9","1.4","1.5","61","1718","1881","239"
"35","0.9","0.9","1.4","1.5","43","2758","416","59"
"34","0.9","0.9","1.4","1.5","62","1586","2008","245"
"33","0.9","0.9","1.4","1.5","73","324","3185","340"
"36","0.9","0.9","1.4","1.5","42","2866","419","52"
"34","0.9","0.9","1.4","1.5","63","1454","2128","257"
"35","0.9","0.9","1.4","1.5","44","2822","467","62"
"33","0.9","0.9","1.4","1.5","74","280","3227","342"
"34","0.9","0.9","1.4","1.5","64","1285","2285","270"
"33","0.9","0.9","1.4","1.5","75","231","3274","344"
"36","0.9","0.9","1.4","1.5","43","2904","494","61"
"33","0.9","0.9","1.4","1.5","76","174","3329","346"
"34","0.9","0.9","1.4","1.5","65","1105","2457","278"
"35","0.9","0.9","1.4","1.5","45","2850","518","73"
"33","0.9","0.9","1.4","1.5","77","134","3368","347"
"34","0.9","0.9","1.4","1.5","66","970","2580","290"
"34","0.9","0.9","1.4","1.5","67","852","2688","301"
"35","0.9","0.9","1.4","1.5","46","2855","589","82"
"33","0.9","0.9","1.4","1.5","78","99","3402","348"
"36","0.9","0.9","1.4","1.5","44","2889","576","73"
"33","0.9","0.9","1.4","1.5","79","72","3428","349"
"34","0.9","0.9","1.4","1.5","68","755","2777","309"
"34","0.9","0.9","1.4","1.5","69","644","2876","321"
"33","0.9","0.9","1.4","1.5","80","47","3453","349"
"34","0.9","0.9","1.4","1.5","70","531","2981","329"
"33","0.9","0.9","1.4","1.5","81","34","3466","349"
"35","0.9","0.9","1.4","1.5","47","2867","635","96"
"36","0.9","0.9","1.4","1.5","45","2906","634","79"
"33","0.9","0.9","1.4","1.5","82","22","3478","349"
"34","0.9","0.9","1.4","1.5","71","441","3066","334"
"33","0.9","0.9","1.4","1.5","83","13","3487","349"
"36","0.9","0.9","1.4","1.5","46","2886","692","89"
"35","0.9","0.9","1.4","1.5","48","2855","695","103"
"34","0.9","0.9","1.4","1.5","72","374","3130","337"
"33","0.9","0.9","1.4","1.5","84","7","3492","350"
"34","0.9","0.9","1.4","1.5","73","316","3185","340"
"36","0.9","0.9","1.4","1.5","47","2860","764","98"
"33","0.9","0.9","1.4","1.5","85","5","3493","351"
"35","0.9","0.9","1.4","1.5","49","2809","767","114"
"34","0.9","0.9","1.4","1.5","74","237","3260","344"
"33","0.9","0.9","1.4","1.5","86","5","3493","351"
"34","0.9","0.9","1.4","1.5","75","182","3312","347"
"34","0.9","0.9","1.4","1.5","76","142","3351","348"
"33","0.9","0.9","1.4","1.5","87","4","3494","351"
"36","0.9","0.9","1.4","1.5","48","2800","859","104"
"35","0.9","0.9","1.4","1.5","50","2757","846","123"
"33","0.9","0.9","1.4","1.5","88","2","3496","351"
"34","0.9","0.9","1.4","1.5","77","104","3387","350"
"33","0.9","0.9","1.4","1.5","89","1","3497","351"
"34","0.9","0.9","1.4","1.5","78","69","3421","351"
"35","0.9","0.9","1.4","1.5","51","2687","931","136"
"36","0.9","0.9","1.4","1.5","49","2726","953","118"
"33","0.9","0.9","1.4","1.5","90","0","3498","351"
"34","0.9","0.9","1.4","1.5","79","44","3446","351"
"34","0.9","0.9","1.4","1.5","80","26","3464","351"
